"","year","month","date","time","arrival","time_of_day","count","guild","species","action","num_destroyed","weather","altitude","cover_type"
"513",2018,"June",2018-06-14,1899-12-31 15:20:00,NA,"Afternoon",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy",NA,"structure"
"514",2018,"June",2018-06-14,1899-12-31 10:05:00,NA,"Morning",1,"Shorebird","Semipalmated Plover","Physical Harassment",0,"Partly cloudy","0-50","taxiway"
"515",2018,"June",2018-06-15,1899-12-31 09:45:00,NA,"Morning",2,"Passerine","American Robin","Observed",0,"Partly cloudy","0-50","taxiway"
"516",2018,"June",2018-06-15,1899-12-31 07:15:00,NA,"Morning",2,"Passerine","American Robin","Vehicle Hazed",0,"Partly cloudy","0-50","long grass"
"517",2018,"June",2018-06-15,1899-12-31 08:25:00,NA,"Morning",1,"Goose spp.","Canada Goose","Observed",0,"Partly cloudy","151-200","runway"
"518",2018,"June",2018-06-15,1899-12-31 07:35:00,NA,"Morning",4,"Raven","Common Raven","Observed",0,"Partly cloudy","0-50","structure"
"519",2018,"June",2018-06-15,1899-12-31 09:15:00,NA,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","101-150","taxiway"
"520",2018,"June",2018-06-15,1899-12-31 09:00:00,NA,"Morning",3,"Raven","Common Raven","Observed",0,"Partly cloudy","51-100","taxiway"
"521",2018,"June",2018-06-15,1899-12-31 07:20:00,NA,"Morning",6,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","long grass"
"522",2018,"June",2018-06-15,1899-12-31 07:20:00,NA,"Morning",NA,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","51-100","long grass"
"523",2018,"June",2018-06-15,1899-12-31 08:00:00,NA,"Morning",8,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","51-100","long grass"
"524",2018,"June",2018-06-15,1899-12-31 08:00:00,NA,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","long grass"
"525",2018,"June",2018-06-15,1899-12-31 06:45:00,NA,"Morning",14,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
"526",2018,"June",2018-06-15,1899-12-31 06:45:00,NA,"Morning",1,"Gull spp.","Mew Gull","Shooting",1,"Partly cloudy",NA,"taxiway"
"527",2018,"June",2018-06-15,1899-12-31 06:45:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
"528",2018,"June",2018-06-15,1899-12-31 11:40:00,NA,"Morning",0,"None","None","Prebaiting",0,"Partly cloudy",NA,"structure"
"529",2018,"June",2018-06-15,1899-12-31 10:10:00,NA,"Morning",0,"None","None","Public Relations",0,"Partly cloudy",NA,"none"
"530",2018,"June",2018-06-15,1899-12-31 10:45:00,NA,"Morning",0,"None","None","Prebaiting",0,"Partly cloudy",NA,"structure"
"531",2018,"June",2018-06-15,1899-12-31 11:30:00,NA,"Morning",14,"Pigeon","Rock Dove","Observed",0,"Partly cloudy",NA,"structure"
"532",2018,"June",2018-06-15,1899-12-31 10:00:00,NA,"Morning",6,"Pigeon","Rock Dove","Observed",0,"Partly cloudy",NA,"structure"
"533",2018,"June",2018-06-18,1899-12-31 07:00:00,NA,"Morning",14,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","0-50","runway"
"534",2018,"June",2018-06-18,1899-12-31 07:15:00,NA,"Morning",1,"Gull spp.","Herring Gull","Shooting",1,"Cloudy",NA,"runway"
"535",2018,"June",2018-06-18,1899-12-31 07:18:00,NA,"Morning",28,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","0-50","runway"
"536",2018,"June",2018-06-18,1899-12-31 07:18:00,NA,"Morning",NA,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","51-100","runway"
"537",2018,"June",2018-06-18,1899-12-31 14:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"538",2018,"June",2018-06-18,1899-12-31 13:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"539",2018,"June",2018-06-18,1899-12-31 13:30:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Cloudy",NA,"structure"
"540",2018,"June",2018-06-18,1899-12-31 13:30:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Shooting",2,"Cloudy",NA,"structure"
"541",2018,"June",2018-06-18,1899-12-31 13:30:00,NA,"Afternoon",8,"Gull spp.","Mew Gull","Physical Harassment",0,"Cloudy","51-100","structure"
"542",2018,"June",2018-06-18,1899-12-31 14:45:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"543",2018,"June",2018-06-18,1899-12-31 14:45:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Cloudy",NA,"structure"
"544",2018,"June",2018-06-18,1899-12-31 14:45:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Shooting",2,"Cloudy",NA,"structure"
"545",2018,"June",2018-06-18,1899-12-31 15:00:00,NA,"Afternoon",18,"Gull spp.","Mew Gull","Physical Harassment",0,"Cloudy","51-100","structure"
"546",2018,"June",2018-06-18,1899-12-31 07:30:00,NA,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","101-150","taxiway"
"547",2018,"June",2018-06-18,1899-12-31 12:30:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Cloudy",NA,"none"
"548",2018,"June",2018-06-18,1899-12-31 15:15:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Cloudy",NA,"none"
"549",2018,"June",2018-06-18,1899-12-31 10:30:00,NA,"Morning",2,"Pigeon","Rock Dove","Traps, Cage (killed)",2,"Cloudy",NA,"structure"
"550",2018,"June",2018-06-18,1899-12-31 07:43:00,NA,"Morning",1,"Shorebird","Semipalmated Plover","Observed",0,"Cloudy",NA,"taxiway"
"551",2018,"June",2018-06-18,1899-12-31 07:45:00,NA,"Morning",2,"Shorebird","Semipalmated Plover","Vehicle Hazed",0,"Cloudy","0-50","taxiway"
"552",2018,"June",2018-06-19,1899-12-31 06:30:00,NA,"Morning",2,"Passerine","American Robin","Observed",0,"Cloudy","0-50","taxiway"
"553",2018,"June",2018-06-19,1899-12-31 07:15:00,NA,"Morning",2,"Passerine","American Robin","Vehicle Hazed",0,"Cloudy","0-50","taxiway"
"554",2018,"June",2018-06-19,1899-12-31 11:11:00,NA,"Morning",2,"Passerine","American Robin","Physical Harassment",0,"Cloudy","51-100","taxiway"
"555",2018,"June",2018-06-19,1899-12-31 12:15:00,NA,"Afternoon",4,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","101-150","structure"
"556",2018,"June",2018-06-19,1899-12-31 07:45:00,NA,"Morning",4,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","51-100","short grass"
"557",2018,"June",2018-06-19,1899-12-31 14:00:00,NA,"Afternoon",6,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"558",2018,"June",2018-06-19,1899-12-31 14:00:00,NA,"Afternoon",7,"Gull spp.","Mew Gull","Egg Removal",0,"Cloudy",NA,"structure"
"559",2018,"June",2018-06-19,1899-12-31 14:00:00,NA,"Afternoon",3,"Gull spp.","Mew Gull","Physical Harassment",0,"Cloudy",NA,"structure"
"560",2018,"June",2018-06-19,1899-12-31 14:00:00,NA,"Afternoon",12,"Gull spp.","Mew Gull","Physical Harassment",0,"Cloudy","101-150","structure"
"561",2018,"June",2018-06-19,1899-12-31 15:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Traps, Leg Hold (killed)",1,"Cloudy",NA,"structure"
"562",2018,"June",2018-06-19,1899-12-31 14:30:00,NA,"Afternoon",3,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"563",2018,"June",2018-06-19,1899-12-31 14:30:00,NA,"Afternoon",6,"Gull spp.","Mew Gull","Egg Removal",0,"Cloudy",NA,"structure"
"564",2018,"June",2018-06-19,1899-12-31 14:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Cloudy",NA,"structure"
"565",2018,"June",2018-06-19,1899-12-31 07:35:00,NA,"Morning",1,"Gull spp.","Mew Gull","Observed",0,"Cloudy","101-150","runway"
"566",2018,"June",2018-06-19,1899-12-31 09:00:00,NA,"Morning",1,"Gull spp.","Mew Gull","Shooting",1,"Cloudy",NA,"structure"
"567",2018,"June",2018-06-19,1899-12-31 09:00:00,NA,"Morning",1,"Gull spp.","Mew Gull","Shooting",1,"Cloudy",NA,"structure"
"568",2018,"June",2018-06-19,1899-12-31 09:10:00,NA,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Cloudy",NA,"structure"
"569",2018,"June",2018-06-19,1899-12-31 09:10:00,NA,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Cloudy",NA,"structure"
"570",2018,"June",2018-06-19,1899-12-31 07:15:00,NA,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","51-100","runway"
"571",2018,"June",2018-06-19,1899-12-31 07:15:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","101-150","runway"
"572",2018,"June",2018-06-19,1899-12-31 15:15:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Cloudy",NA,"none"
"573",2018,"June",2018-06-19,1899-12-31 08:00:00,NA,"Morning",0,"None","None","Public Relations",0,"Cloudy",NA,"none"
"574",2018,"June",2018-06-19,1899-12-31 06:45:00,NA,"Morning",1,"Shorebird","Semipalmated Plover","Vehicle Hazed",0,"Cloudy","0-50","taxiway"
"575",2018,"June",2018-06-19,1899-12-31 15:45:00,NA,"Afternoon",1,"Mammal","Woodchuck","Observed",0,"Cloudy",NA,"structure"
"576",2018,"June",2018-06-19,1899-12-31 16:00:00,NA,"Afternoon",NA,"Mammal","Woodchuck","Traps, Conibear",0,"Cloudy",NA,"structure"
"577",2018,"June",2018-06-20,1899-12-31 06:30:00,NA,"Morning",2,"Passerine","American Robin","Observed",0,"Clear","0-50","taxiway"
"578",2018,"June",2018-06-20,1899-12-31 10:40:00,NA,"Morning",4,"Swallow spp.","Cliff Swallow","Observed",0,"Clear","0-50","structure"
"579",2018,"June",2018-06-20,1899-12-31 09:20:00,NA,"Morning",6,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Clear","0-50","taxiway"
"580",2018,"June",2018-06-20,1899-12-31 07:45:00,NA,"Morning",4,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","short grass"
"581",2018,"June",2018-06-20,1899-12-31 12:15:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"582",2018,"June",2018-06-20,1899-12-31 12:15:00,NA,"Afternoon",28,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","101-150","structure"
"583",2018,"June",2018-06-20,1899-12-31 12:15:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"584",2018,"June",2018-06-20,1899-12-31 13:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"585",2018,"June",2018-06-20,1899-12-31 13:00:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"586",2018,"June",2018-06-20,1899-12-31 13:00:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"587",2018,"June",2018-06-20,1899-12-31 15:00:00,NA,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"588",2018,"June",2018-06-20,1899-12-31 07:15:00,NA,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","51-100","runway"
"589",2018,"June",2018-06-20,1899-12-31 07:15:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","101-150","runway"
"590",2018,"June",2018-06-20,1899-12-31 11:30:00,NA,"Morning",0,"None","None","Public Relations",0,"Clear",NA,"none"
"591",2018,"June",2018-06-20,1899-12-31 08:00:00,NA,"Morning",0,"None","None","Public Relations",0,"Clear",NA,"none"
"592",2018,"June",2018-06-20,1899-12-31 10:40:00,NA,"Morning",NA,"Pigeon","Rock Dove","Traps, Decoy",0,"Clear",NA,"structure"
"593",2018,"June",2018-06-20,1899-12-31 10:40:00,NA,"Morning",8,"Pigeon","Rock Dove","Observed",0,"Clear",NA,"structure"
"594",2018,"June",2018-06-20,1899-12-31 10:40:00,NA,"Morning",NA,"Pigeon","Rock Dove","Prebaiting",0,"Clear",NA,"structure"
"595",2018,"June",2018-06-20,1899-12-31 10:00:00,NA,"Morning",NA,"Mammal","Woodchuck","Traps, Conibear",0,"Clear",NA,"structure"
"596",2018,"June",2018-06-21,1899-12-31 08:00:00,NA,"Morning",2,"Passerine","American Robin","Vehicle Hazed",0,"Clear","0-50","taxiway"
"597",2018,"June",2018-06-21,1899-12-31 09:00:00,NA,"Morning",6,"Swallow spp.","Cliff Swallow","Observed",0,"Clear","0-50","taxiway"
"598",2018,"June",2018-06-21,1899-12-31 07:15:00,NA,"Morning",8,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","101-150","long grass"
"599",2018,"June",2018-06-21,1899-12-31 06:35:00,NA,"Morning",1,"Duck spp.","Mallard","Observed",0,"Clear","51-100","river"
"600",2018,"June",2018-06-21,1899-12-31 10:00:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"601",2018,"June",2018-06-21,1899-12-31 10:45:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"602",2018,"June",2018-06-21,1899-12-31 12:15:00,NA,"Afternoon",10,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","151-200","structure"
"603",2018,"June",2018-06-21,1899-12-31 12:30:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"604",2018,"June",2018-06-21,1899-12-31 10:00:00,NA,"Morning",NA,"None","None","Public Relations",0,"Clear",NA,"none"
"605",2018,"June",2018-06-21,1899-12-31 10:45:00,NA,"Morning",0,"None","None","Public Relations",0,"Clear",NA,"none"
"606",2018,"June",2018-06-21,1899-12-31 13:00:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Clear",NA,"none"
"607",2018,"June",2018-06-21,1899-12-31 08:15:00,NA,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Clear","51-100","long grass"
"608",2018,"June",2018-06-21,1899-12-31 13:30:00,NA,"Afternoon",NA,"Mammal","Woodchuck","Traps, Conibear",0,"Clear",NA,"structure"
"609",2018,"June",2018-06-22,1899-12-31 07:45:00,NA,"Morning",12,"Swallow spp.","Cliff Swallow","Observed",0,"Rain","51-100","runway"
"610",2018,"June",2018-06-22,1899-12-31 07:00:00,NA,"Morning",24,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","51-100","runway"
"611",2018,"June",2018-06-22,1899-12-31 07:00:00,NA,"Morning",NA,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","101-150","runway"
"612",2018,"June",2018-06-22,1899-12-31 08:40:00,NA,"Morning",1,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","51-100","taxiway"
"613",2018,"June",2018-06-22,1899-12-31 07:30:00,NA,"Morning",2,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","taxiway"
"614",2018,"June",2018-06-22,1899-12-31 07:35:00,NA,"Morning",2,"Gull spp.","Herring Gull","Vehicle Hazed",0,"Rain","51-100","runway"
"615",2018,"June",2018-06-22,1899-12-31 13:35:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"616",2018,"June",2018-06-22,1899-12-31 13:35:00,NA,"Afternoon",4,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"617",2018,"June",2018-06-22,1899-12-31 13:45:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"618",2018,"June",2018-06-22,1899-12-31 13:45:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"619",2018,"June",2018-06-22,1899-12-31 14:00:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"620",2018,"June",2018-06-22,1899-12-31 14:30:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"621",2018,"June",2018-06-22,1899-12-31 14:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain",NA,"structure"
"622",2018,"June",2018-06-22,1899-12-31 14:30:00,NA,"Afternoon",18,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","51-100","structure"
"623",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Traps, Leg Hold (Padded Jaw) (killed)",1,"Rain",NA,"structure"
"624",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"625",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Rain",NA,"structure"
"626",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",8,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain",NA,"structure"
"627",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",4,"Gull spp.","Mew Gull","Observed",0,"Rain",NA,"structure"
"628",2018,"June",2018-06-22,1899-12-31 16:30:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"629",2018,"June",2018-06-22,1899-12-31 10:40:00,NA,"Morning",1,"Gull spp.","Mew Gull","Shooting",1,"Rain",NA,"structure"
"630",2018,"June",2018-06-22,1899-12-31 10:40:00,NA,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"631",2018,"June",2018-06-22,1899-12-31 10:40:00,NA,"Morning",3,"Gull spp.","Mew Gull","Egg Removal",0,"Rain",NA,"structure"
"632",2018,"June",2018-06-22,1899-12-31 10:40:00,NA,"Morning",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","51-100","structure"
"633",2018,"June",2018-06-22,1899-12-31 15:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Shooting",1,"Rain",NA,"structure"
"634",2018,"June",2018-06-22,1899-12-31 15:00:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"635",2018,"June",2018-06-22,1899-12-31 15:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"636",2018,"June",2018-06-22,1899-12-31 15:00:00,NA,"Afternoon",12,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","101-150","structure"
"637",2018,"June",2018-06-22,1899-12-31 15:30:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"638",2018,"June",2018-06-22,1899-12-31 15:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"639",2018,"June",2018-06-22,1899-12-31 15:30:00,NA,"Afternoon",6,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","151-200","structure"
"640",2018,"June",2018-06-22,1899-12-31 09:30:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"641",2018,"June",2018-06-22,1899-12-31 09:40:00,NA,"Morning",8,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","101-150","taxiway"
"642",2018,"June",2018-06-22,1899-12-31 10:00:00,NA,"Morning",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Rain",NA,"structure"
"643",2018,"June",2018-06-22,1899-12-31 10:00:00,NA,"Morning",16,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","101-150","structure"
"644",2018,"June",2018-06-22,1899-12-31 07:30:00,NA,"Morning",1,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","0-50","taxiway"
"645",2018,"June",2018-06-22,1899-12-31 07:35:00,NA,"Morning",1,"Gull spp.","Mew Gull","Vehicle Hazed",0,"Rain","51-100","runway"
"646",2018,"June",2018-06-22,1899-12-31 11:30:00,NA,"Morning",1,"Gull spp.","Mew Gull","Shooting",1,"Rain",NA,"structure"
"647",2018,"June",2018-06-22,1899-12-31 11:40:00,NA,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Rain",NA,"structure"
"648",2018,"June",2018-06-22,1899-12-31 11:40:00,NA,"Morning",3,"Gull spp.","Mew Gull","Egg Removal",0,"Rain",NA,"structure"
"649",2018,"June",2018-06-22,1899-12-31 11:40:00,NA,"Morning",6,"Gull spp.","Mew Gull","Physical Harassment",0,"Rain","101-150","structure"
"650",2018,"June",2018-06-22,1899-12-31 14:00:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Rain",NA,"none"
"651",2018,"June",2018-06-22,1899-12-31 15:30:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Rain",NA,"none"
"652",2018,"June",2018-06-22,1899-12-31 09:00:00,NA,"Morning",0,"None","None","Public Relations",0,"Rain",NA,"none"
"653",2018,"June",2018-06-22,1899-12-31 13:00:00,NA,"Afternoon",NA,"Pigeon","Rock Dove","Traps, Decoy",0,"Rain",NA,"structure"
"654",2018,"June",2018-06-22,1899-12-31 13:15:00,NA,"Afternoon",1,"Pigeon","Rock Dove","Shooting",1,"Rain",NA,"structure"
"655",2018,"June",2018-06-22,1899-12-31 12:15:00,NA,"Afternoon",NA,"Pigeon","Rock Dove","Traps, Decoy",0,"Rain",NA,"structure"
"656",2018,"June",2018-06-22,1899-12-31 07:15:00,NA,"Morning",2,"Crane","Sandhill Crane","Observed",0,"Rain","101-150","taxiway"
"657",2018,"June",2018-06-22,1899-12-31 14:45:00,NA,"Afternoon",NA,"Mammal","Woodchuck","Traps, Conibear",0,"Rain",NA,"structure"
"658",2018,"June",2018-06-25,1899-12-31 07:20:00,NA,"Morning",12,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","taxiway"
"659",2018,"June",2018-06-25,1899-12-31 07:50:00,NA,"Morning",3,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","101-150","taxiway"
"660",2018,"June",2018-06-25,1899-12-31 07:15:00,NA,"Morning",28,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","101-150","long grass"
"661",2018,"June",2018-06-25,1899-12-31 08:15:00,NA,"Morning",0,"None","None","Public Relations",0,"Clear",NA,"none"
"662",2018,"June",2018-06-25,1899-12-31 10:25:00,NA,"Morning",14,"Pigeon","Rock Dove","Observed",0,"Clear",NA,"structure"
"663",2018,"June",2018-06-25,1899-12-31 10:25:00,NA,"Morning",NA,"Pigeon","Rock Dove","Traps, Decoy",0,"Clear",NA,"structure"
"664",2018,"June",2018-06-25,1899-12-31 08:00:00,NA,"Morning",6,"Pigeon","Rock Dove","Observed",0,"Clear",NA,"structure"
"665",2018,"June",2018-06-25,1899-12-31 08:00:00,NA,"Morning",NA,"Pigeon","Rock Dove","Traps, Decoy",0,"Clear",NA,"structure"
"666",2018,"June",2018-06-25,1899-12-31 07:42:00,NA,"Morning",2,"Shorebird","Semipalmated Plover","Vehicle Hazed",0,"Clear","0-50","runway"
"667",2018,"June",2018-06-25,1899-12-31 09:30:00,NA,"Morning",0,"Mammal","Woodchuck","Traps, Conibear",0,"Clear",NA,"structure"
"668",2018,"June",2018-06-26,1899-12-31 07:15:00,NA,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Clear","51-100","runway"
"669",2018,"June",2018-06-26,1899-12-31 07:30:00,NA,"Morning",1,"Raven","Common Raven","Physical Harassment",0,"Clear","101-150","structure"
"670",2018,"June",2018-06-26,1899-12-31 15:00:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"671",2018,"June",2018-06-26,1899-12-31 15:00:00,NA,"Afternoon",8,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","101-150","structure"
"672",2018,"June",2018-06-26,1899-12-31 15:15:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"673",2018,"June",2018-06-26,1899-12-31 15:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Traps, Leg Hold (Padded Jaw) (killed)",1,"Clear",NA,"structure"
"674",2018,"June",2018-06-26,1899-12-31 15:30:00,NA,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"675",2018,"June",2018-06-26,1899-12-31 15:30:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"676",2018,"June",2018-06-26,1899-12-31 14:15:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"677",2018,"June",2018-06-26,1899-12-31 14:15:00,NA,"Afternoon",NA,"Gull spp.","Mew Gull","Traps,  Leg Hold (Padded Jaw)",0,"Clear",NA,"structure"
"678",2018,"June",2018-06-26,1899-12-31 13:00:00,NA,"Afternoon",3,"Gull spp.","Mew Gull","Shooting",3,"Clear",NA,"structure"
"679",2018,"June",2018-06-26,1899-12-31 13:20:00,NA,"Afternoon",3,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"680",2018,"June",2018-06-26,1899-12-31 13:20:00,NA,"Afternoon",6,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"681",2018,"June",2018-06-26,1899-12-31 13:20:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","51-100","structure"
"682",2018,"June",2018-06-26,1899-12-31 14:30:00,NA,"Afternoon",2,"Gull spp.","Mew Gull","Shooting",2,"Clear",NA,"structure"
"683",2018,"June",2018-06-26,1899-12-31 06:45:00,NA,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","101-150","long grass"
"684",2018,"June",2018-06-26,1899-12-31 06:45:00,NA,"Morning",8,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","101-150","long grass"
"685",2018,"June",2018-06-26,1899-12-31 07:45:00,NA,"Morning",8,"Gull spp.","Mew Gull","Observed",0,"Clear",NA,"structure"
"686",2018,"June",2018-06-26,1899-12-31 13:40:00,NA,"Afternoon",0,"None","None","Public Relations",0,"Clear",NA,"none"
"687",2018,"June",2018-06-26,1899-12-31 10:30:00,NA,"Morning",0,"None","None","Public Relations",0,"Clear",NA,"none"
"688",2018,"June",2018-06-26,1899-12-31 08:15:00,NA,"Morning",NA,"None","None","Public Relations",0,"Clear",NA,"none"
"689",2018,"June",2018-06-26,1899-12-31 09:35:00,NA,"Morning",24,"Pigeon","Rock Dove","Observed",0,"Clear",NA,"structure"
