"year","month","date","time","arrival","time_of_day","count","guild","species","action","num_destroyed","weather","altitude","cover_type"
2018,"July",2018-07-19,1899-12-31 07:25:00,NA,"Morning",1,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","runway"
2018,"July",2018-07-19,1899-12-31 07:35:00,NA,"Morning",3,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","taxiway"
2018,"July",2018-07-19,1899-12-31 07:28:00,NA,"Morning",6,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","runway"
2018,"July",2018-07-19,1899-12-31 07:45:00,NA,"Morning",2,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","0-50","short grass"
2018,"July",2018-07-19,1899-12-31 07:45:00,NA,"Morning",4,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","51-100","short grass"
2018,"July",2018-07-20,1899-12-31 08:30:00,NA,"Morning",8,"Raven","Common Raven","Pyrotechnics",0,"Clear","51-100","short grass"
2018,"July",2018-07-20,1899-12-31 07:15:00,NA,"Morning",21,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","runway"
2018,"July",2018-07-20,1899-12-31 07:20:00,NA,"Morning",6,"Gull spp.","Herring Gull","Pyrotechnics",0,"Clear","51-100","taxiway"
2018,"July",2018-07-20,1899-12-31 07:25:00,NA,"Morning",5,"Crane","Sandhill Crane","Pyrotechnics",0,"Clear","101-150","short grass"
2018,"July",2018-07-30,1899-12-31 08:17:00,NA,"Morning",7,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"July",2018-07-30,1899-12-31 08:13:00,NA,"Morning",15,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"July",2018-07-30,1899-12-31 08:15:00,NA,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"July",2018-07-30,1899-12-31 07:59:00,NA,"Morning",2,"Pigeon","Rock Dove","Harassment Shooting",0,"Partly cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:17:00,NA,"Morning",1,"Raptor","American Kestrel","Vehicle Hazed",0,"Cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:32:00,NA,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:24:00,NA,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:24:00,NA,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:44:00,NA,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"July",2018-07-31,1899-12-31 07:15:00,NA,"Morning",1,"Crane","Sandhill Crane","Physical Harassment",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-01,1899-12-31 07:24:00,0,"Morning",3,"Raptor","American Kestrel","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-01,1899-12-31 07:10:00,0,"Morning",5,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-01,1899-12-31 10:56:00,0,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-01,1899-12-31 07:16:00,0,"Morning",13,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
2018,"August",2018-08-01,1899-12-31 07:19:00,0,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-01,1899-12-31 11:51:00,0,"Morning",4,"Raven","Common Raven","Physical Harassment",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-01,1899-12-31 07:02:00,0,"Morning",8,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","runway"
2018,"August",2018-08-01,1899-12-31 07:02:00,0,"Morning",50,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","runway"
2018,"August",2018-08-01,1899-12-31 12:16:00,0,"Afternoon",1,"Raptor","Osprey","Pyrotechnics",0,"Partly cloudy","51-100","creek/stream"
2018,"August",2018-08-01,1899-12-31 08:06:00,0,"Morning",47,"Pigeon","Rock Dove","Physical Harassment",0,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-01,1899-12-31 08:34:00,0,"Morning",1,"Pigeon","Rock Dove","Traps, Cage (killed)",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-02,1899-12-31 08:18:00,0,"Morning",4,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 11:05:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 07:20:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 11:17:00,0,"Morning",1,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 11:34:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 07:50:00,0,"Morning",4,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 08:22:00,0,"Morning",4,"Gull spp.","Herring Gull","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 07:50:00,0,"Morning",3,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 20:30:00,0,"Evening",1,"Gull spp.","Mew Gull","Traps, Drive/Corral (killed)",1,"Cloudy","0-50","asphalt/concrete"
2018,"August",2018-08-02,1899-12-31 11:17:00,0,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 06:55:00,0,"Morning",43,"Gull spp.","Mew Gull","Pyrotechnics",0,"Cloudy","51-100","taxiway"
2018,"August",2018-08-02,1899-12-31 07:08:00,0,"Morning",3,"Gull spp.","Mew Gull","Vehicle Hazed",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 07:08:00,0,"Morning",5,"Crane","Sandhill Crane","Vehicle Hazed",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 11:44:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-02,1899-12-31 11:44:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Cloudy","0-50","short grass"
2018,"August",2018-08-03,1899-12-31 07:18:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-03,1899-12-31 07:27:00,0,"Morning",2,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","51-100","runway"
2018,"August",2018-08-03,1899-12-31 07:29:00,0,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-03,1899-12-31 07:06:00,0,"Morning",15,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-03,1899-12-31 07:32:00,0,"Morning",2,"Mammal","Red Fox","Vehicle Hazed",0,"Rain","0-50","short grass"
2018,"August",2018-08-03,1899-12-31 13:13:00,0,"Afternoon",1,"Pigeon","Rock Dove","Traps, Cage (moved)",0,"Rain","0-50","gravel"
2018,"August",2018-08-06,1899-12-31 07:17:00,0,"Morning",3,"Raptor","American Kestrel","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 11:55:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 07:49:00,0,"Morning",4,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 07:40:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 07:22:00,0,"Morning",20,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","runway"
2018,"August",2018-08-06,1899-12-31 07:14:00,0,"Morning",15,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 07:22:00,0,"Morning",42,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","0-50","runway"
2018,"August",2018-08-06,1899-12-31 07:11:00,0,"Morning",25,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 11:55:00,0,"Morning",4,"Crane","Sandhill Crane","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-06,1899-12-31 07:36:00,0,"Morning",2,"Crane","Sandhill Crane","Vehicle Hazed",0,"Rain","51-100","taxiway"
2018,"August",2018-08-07,1899-12-31 09:09:00,0,"Morning",1,"Raptor","American Kestrel","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-07,1899-12-31 07:23:00,0,"Morning",3,"Raptor","American Kestrel","Observed",0,"Partly cloudy","51-100","taxiway"
2018,"August",2018-08-07,1899-12-31 09:40:00,0,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-07,1899-12-31 07:11:00,0,"Morning",6,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-07,1899-12-31 07:11:00,0,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-07,1899-12-31 07:01:00,0,"Morning",36,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-07,1899-12-31 07:17:00,0,"Morning",2,"Mammal","Red Fox","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-07,1899-12-31 07:35:00,0,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-07,1899-12-31 12:51:00,0,"Afternoon",3,"Pigeon","Rock Dove","Traps, Decoy",3,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-07,1899-12-31 09:27:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-07,1899-12-31 09:33:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
2018,"August",2018-08-07,1899-12-31 07:23:00,0,"Morning",2,"Crane","Sandhill Crane","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-08,1899-12-31 07:00:00,0,"Morning",2,"Raptor","American Kestrel","Pyrotechnics",0,"Rain","0-50","runway"
2018,"August",2018-08-08,1899-12-31 07:00:00,0,"Morning",7,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-08,1899-12-31 12:45:00,0,"Afternoon",3,"Raven","Common Raven","Vehicle Hazed",0,"Rain","0-50","taxiway"
2018,"August",2018-08-08,1899-12-31 07:10:00,0,"Morning",6,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","structure"
2018,"August",2018-08-08,1899-12-31 08:16:00,0,"Morning",6,"Gull spp.","Herring Gull","Physical Harassment",0,"Rain","0-50","runway"
2018,"August",2018-08-08,1899-12-31 06:58:00,0,"Morning",25,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","runway"
2018,"August",2018-08-08,1899-12-31 07:05:00,0,"Morning",48,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","taxiway"
2018,"August",2018-08-08,1899-12-31 07:14:00,0,"Morning",43,"Gull spp.","Mew Gull","Pyrotechnics",0,"Rain","51-100","runway"
2018,"August",2018-08-08,1899-12-31 14:00:00,0,"Afternoon",1,"Pigeon","Rock Dove","Traps, Decoy",1,"Rain","0-50","gravel"
2018,"August",2018-08-08,1899-12-31 07:14:00,0,"Morning",4,"Crane","Sandhill Crane","Pyrotechnics",0,"Rain","51-100","short grass"
2018,"August",2018-08-08,1899-12-31 08:09:00,0,"Morning",1,"Crane","Sandhill Crane","Harassment Shooting",0,"Rain","51-100","short grass"
2018,"August",2018-08-08,1899-12-31 07:21:00,0,"Morning",4,"Crane","Sandhill Crane","Vehicle Hazed",0,"Rain","51-100","short grass"
2018,"August",2018-08-08,1899-12-31 08:14:00,0,"Morning",4,"Crane","Sandhill Crane","Pyrotechnics",0,"Rain","51-100","short grass"
2018,"August",2018-08-08,1899-12-31 12:43:00,0,"Afternoon",4,"Crane","Sandhill Crane","Pyrotechnics",0,"Rain","51-100","runway"
2018,"August",2018-08-08,1899-12-31 06:55:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-09,1899-12-31 07:01:00,0,"Morning",2,"Raptor","American Kestrel","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-09,1899-12-31 07:23:00,0,"Morning",1,"Raptor","American Kestrel","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-09,1899-12-31 07:23:00,0,"Morning",1,"Raptor","Bald Eagle","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-09,1899-12-31 07:01:00,0,"Morning",5,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-09,1899-12-31 07:29:00,0,"Morning",2,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-09,1899-12-31 07:36:00,0,"Morning",6,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-09,1899-12-31 07:23:00,0,"Morning",1,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-09,1899-12-31 07:12:00,0,"Morning",6,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-09,1899-12-31 07:06:00,0,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-09,1899-12-31 14:00:00,0,"Afternoon",1,"Pigeon","Rock Dove","Traps, Decoy",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-09,1899-12-31 12:02:00,0,"Afternoon",3,"Pigeon","Rock Dove","Traps, Decoy",3,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-10,1899-12-31 15:00:00,0,"Afternoon",1,"Passerine","Black-capped Chickadee","Nest Removal",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-10,1899-12-31 07:18:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-10,1899-12-31 07:31:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-10,1899-12-31 07:13:00,0,"Morning",11,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","51-100","short grass"
2018,"August",2018-08-10,1899-12-31 07:09:00,0,"Morning",8,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","runway"
2018,"August",2018-08-10,1899-12-31 08:30:00,0,"Morning",13,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","runway"
2018,"August",2018-08-10,1899-12-31 13:45:00,0,"Afternoon",1,"Pigeon","Rock Dove","Traps, Decoy",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-13,1899-12-31 07:09:00,0,"Morning",12,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-13,1899-12-31 07:12:00,0,"Morning",17,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-13,1899-12-31 07:09:00,0,"Morning",31,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-13,1899-12-31 07:18:00,0,"Morning",5,"Gull spp.","Herring Gull","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-13,1899-12-31 07:09:00,0,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-13,1899-12-31 07:02:00,0,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-13,1899-12-31 07:49:00,0,"Morning",7,"Pigeon","Rock Dove","Harassment Shooting",0,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-13,1899-12-31 11:25:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-13,1899-12-31 08:13:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-13,1899-12-31 07:39:00,0,"Morning",6,"Pigeon","Rock Dove","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-13,1899-12-31 13:00:00,0,"Afternoon",7,"Pigeon","Rock Dove","Observed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-14,1899-12-31 07:09:00,0,"Morning",15,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","taxiway"
2018,"August",2018-08-14,1899-12-31 09:21:00,0,"Morning",2,"Pigeon","Rock Dove","Traps, Decoy",2,"Rain","0-50","gravel"
2018,"August",2018-08-14,1899-12-31 10:20:00,0,"Morning",12,"Pigeon","Rock Dove","Harassment Shooting",0,"Rain","0-50","gravel"
2018,"August",2018-08-14,1899-12-31 09:47:00,0,"Morning",6,"Pigeon","Rock Dove","Observed",0,"Rain","0-50","structure"
2018,"August",2018-08-15,1899-12-31 14:18:00,0,"Afternoon",3,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-15,1899-12-31 07:31:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-15,1899-12-31 07:18:00,0,"Morning",1,"Gull spp.","Herring Gull","Physical Harassment",0,"Rain","0-50","taxiway"
2018,"August",2018-08-15,1899-12-31 07:14:00,0,"Morning",4,"Gull spp.","Herring Gull","Vehicle Hazed",0,"Rain","0-50","taxiway"
2018,"August",2018-08-15,1899-12-31 07:31:00,0,"Morning",3,"Gull spp.","Herring Gull","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-15,1899-12-31 07:09:00,0,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Rain","0-50","taxiway"
2018,"August",2018-08-15,1899-12-31 09:02:00,0,"Morning",2,"Pigeon","Rock Dove","Traps, Decoy",2,"Rain","0-50","gravel"
2018,"August",2018-08-15,1899-12-31 10:48:00,0,"Morning",7,"Pigeon","Rock Dove","Harassment Shooting",0,"Rain","0-50","gravel"
2018,"August",2018-08-15,1899-12-31 13:53:00,0,"Afternoon",4,"Pigeon","Rock Dove","Observed",0,"Rain","0-50","structure"
2018,"August",2018-08-15,1899-12-31 08:40:00,0,"Morning",6,"Pigeon","Rock Dove","Harassment Shooting",0,"Rain","0-50","gravel"
2018,"August",2018-08-16,1899-12-31 07:25:00,0,"Morning",10,"Raptor","American Kestrel","Pyrotechnics",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-16,1899-12-31 07:14:00,0,"Morning",4,"Raptor","American Kestrel","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-16,1899-12-31 09:22:00,0,"Morning",20,"Goose spp.","Canada Goose","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-16,1899-12-31 07:36:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-16,1899-12-31 08:55:00,0,"Morning",50,"Pigeon","Rock Dove","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-16,1899-12-31 09:05:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-16,1899-12-31 08:27:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-16,1899-12-31 08:27:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-16,1899-12-31 07:35:00,0,"Morning",6,"Pigeon","Rock Dove","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-17,1899-12-31 07:38:00,0,"Morning",6,"Raptor","American Kestrel","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-17,1899-12-31 13:05:00,0,"Afternoon",6,"Raven","Common Raven","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-17,1899-12-31 07:38:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 07:00:00,0,"Morning",1,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-17,1899-12-31 07:50:00,0,"Morning",2,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 07:55:00,0,"Morning",1,"Raven","Common Raven","Physical Harassment",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-17,1899-12-31 08:27:00,0,"Morning",2,"Gull spp.","Herring Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 07:51:00,0,"Morning",2,"Gull spp.","Herring Gull","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 08:04:00,0,"Morning",3,"Gull spp.","Herring Gull","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 07:20:00,0,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-17,1899-12-31 09:59:00,0,"Morning",1,"Pigeon","Rock Dove","Traps, Decoy",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-17,1899-12-31 09:43:00,0,"Morning",6,"Pigeon","Rock Dove","Harassment Shooting",0,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-17,1899-12-31 08:11:00,0,"Morning",6,"Pigeon","Rock Dove","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-17,1899-12-31 07:13:00,0,"Morning",9,"Crane","Sandhill Crane","Pyrotechnics",0,"Partly cloudy","51-100","short grass"
2018,"August",2018-08-17,1899-12-31 08:22:00,0,"Morning",2,"Crane","Sandhill Crane","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
2018,"August",2018-08-20,1899-12-31 07:05:00,0,"Morning",4,"Raptor","American Kestrel","Physical Harassment",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-20,1899-12-31 10:53:00,0,"Morning",20,"Goose spp.","Canada Goose","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-20,1899-12-31 07:11:00,0,"Morning",3,"Raven","Common Raven","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-20,1899-12-31 07:27:00,0,"Morning",4,"Raven","Common Raven","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
2018,"August",2018-08-20,1899-12-31 13:00:00,0,"Afternoon",1,"Raptor","Osprey","Observed",0,"Partly cloudy","0-50","river"
2018,"August",2018-08-20,1899-12-31 08:54:00,0,"Morning",5,"Pigeon","Rock Dove","Traps, Decoy",5,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-20,1899-12-31 08:14:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","structure"
2018,"August",2018-08-20,1899-12-31 08:14:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","structure"
2018,"August",2018-08-20,1899-12-31 11:12:00,0,"Morning",1,"Pigeon","Rock Dove","Shooting",1,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-20,1899-12-31 07:00:00,0,"Morning",3,"Crane","Sandhill Crane","Vehicle Hazed",0,"Partly cloudy","51-100","short grass"
2018,"August",2018-08-21,1899-12-31 09:26:00,0,"Morning",28,"Goose spp.","Canada Goose","Pyrotechnics",0,"Rain","51-100","short grass"
2018,"August",2018-08-21,1899-12-31 07:36:00,0,"Morning",38,"Goose spp.","Canada Goose","Pyrotechnics",0,"Rain","51-100","short grass"
2018,"August",2018-08-21,1899-12-31 09:46:00,0,"Morning",5,"Goose spp.","Canada Goose","Vehicle Hazed",0,"Rain","0-50","short grass"
2018,"August",2018-08-21,1899-12-31 07:15:00,0,"Morning",13,"Raven","Common Raven","Pyrotechnics",0,"Rain","0-50","taxiway"
2018,"August",2018-08-21,1899-12-31 07:12:00,0,"Morning",5,"Raven","Common Raven","Vehicle Hazed",0,"Rain","0-50","taxiway"
2018,"August",2018-08-21,1899-12-31 07:15:00,0,"Morning",1,"Mammal","Red Fox","Pyrotechnics",0,"Rain","0-50","short grass"
2018,"August",2018-08-21,1899-12-31 07:21:00,0,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Rain","0-50","short grass"
2018,"August",2018-08-21,1899-12-31 08:40:00,0,"Morning",3,"Pigeon","Rock Dove","Harassment Shooting",0,"Rain","0-50","structure"
2018,"August",2018-08-21,1899-12-31 09:16:00,0,"Morning",10,"Pigeon","Rock Dove","Harassment Shooting",0,"Rain","0-50","gravel"
2018,"August",2018-08-22,1899-12-31 07:42:00,0,"Morning",1,"Raptor","American Kestrel","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-22,1899-12-31 07:33:00,0,"Morning",2,"Raptor","American Kestrel","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-22,1899-12-31 13:34:00,0,"Afternoon",7,"Duck spp.","American Wigeon","Harassment Shooting",0,"Partly cloudy","0-50","Large water body"
2018,"August",2018-08-22,1899-12-31 08:33:00,0,"Morning",44,"Goose spp.","Canada Goose","Vehicle Hazed",0,"Partly cloudy","51-100","gravel"
2018,"August",2018-08-22,1899-12-31 07:14:00,0,"Morning",8,"Goose spp.","Greater White-fronted Goose","Vehicle Hazed",0,"Partly cloudy","51-100","short grass"
2018,"August",2018-08-22,1899-12-31 07:08:00,0,"Morning",1,"Mammal","Red Fox","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
2018,"August",2018-08-22,1899-12-31 08:06:00,0,"Morning",2,"Pigeon","Rock Dove","Shooting",2,"Partly cloudy","0-50","gravel"
2018,"August",2018-08-22,1899-12-31 09:23:00,0,"Morning",6,"Pigeon","Rock Dove","Vehicle Hazed",0,"Partly cloudy","0-50","structure"
2018,"August",2018-08-22,1899-12-31 07:12:00,0,"Morning",2,"Crane","Sandhill Crane","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
